#,RA,DEC,PMRA,PMDEC,PLX,PLX_ERR,BP_RP,RV,L,B,DIST_1000,"(u,v,w)"
8431272,182.69516765649269,-58.85206851468989,-180.72850963053142,15.240498069330766,11.416720502433087,0.02145381085574627,2.456547737121582,-37.52132462662809,297.684266054523,3.6048121493969947,87.59141936032222,"(-83.74140992216743, -2.042485239315557, -7.908181879933796)"
8442503,181.39045377721308,-58.77758257056398,-61.92157366603646,-60.169520920217025,11.85567149679694,0.015743598341941833,2.4012937545776367,55.082994212264765,297.00442075671117,3.565187388211976,84.34810110851743,"(7.845398102250421, -59.66461684262581, -24.587956135782548)"
8448888,184.102204536201,-58.15626011987039,56.41767710928389,-51.06160767530499,21.808534481681342,0.012230969965457916,1.583841323852539,-0.9515991806983948,298.3108929699262,4.400853645227521,45.853636588361724,"(11.913867971940647, 6.68242021372761, -9.375091174215163)"
8459452,206.00222807000864,-64.4185954164972,-51.32824858492882,-66.68422528408755,13.141294908945977,0.014159925282001495,1.4046964645385742,-3.019486427307129,308.5701939255412,-2.123876414715522,76.09617169845251,"(-20.32398216305585, -11.408888696310209, -19.681735086609088)"
8466872,258.21466611287485,-47.010421976396294,7.605062568018959,6.87118095213529,15.327389350877759,0.014774304814636707,2.1035900115966797,-9.822180264351609,341.3775520830822,-4.616711808170884,65.24279998114935,"(-8.339027096019322, 6.080186127877666, 0.12556157017133707)"
8471265,257.78115857753534,-46.959992114236265,28.055209338411867,9.522140564344786,12.545022279701557,0.01838657632470131,2.394463539123535,13.14681681170315,341.24456053290044,-4.347597724260789,79.71322033135664,"(14.89140267836376, 4.605536028356136, -7.430466228191776)"
8471605,257.76254962534745,-46.9417823533629,50.6853427561731,-144.92731907265883,15.463735650588177,0.03503285348415375,2.680912971496582,-30.07663078674635,341.25182264873587,-4.326609078284599,64.66806958742666,"(-39.76695757875955, -14.763078210823426, -36.33955648944314)"
8472362,257.49789067929675,-46.96200429024148,25.003043420139658,9.883087360377925,17.613539596786673,0.03494599089026451,2.873080253601074,24.213226069136248,341.12854731859477,-4.192692085821175,56.77493975427694,"(24.564799928995086, -1.924138928478337, -5.613160085721607)"
8472741,257.9725957856547,-47.70746393606469,4.3737050005867335,-54.558239944648,18.03657222653973,0.025519056245684624,2.517704963684082,43.2691940839254,340.71406956601083,-4.89161338379433,55.443123010803674,"(36.32586410248274, -24.307341803035868, -12.990237478846165)"
8488528,84.13010116920569,40.78342632863078,-51.94391496539355,17.327306030507252,20.397400940444733,0.023714201524853706,2.7600936889648438,-56.550242653179836,168.94343392372488,4.672827935514043,49.02598326063412,"(56.56040219377923, -1.017494759864853, -12.639913254961908)"
8489794,281.256852503609,-5.9338929168934325,-177.23314328421313,-154.52742339085225,28.315703591740437,0.019721619784832,2.7945175170898438,-77.1195369370004,26.920976525843642,-1.2825396983854345,35.31612590265354,"(-51.901612398661975, -67.35621982437826, 16.32332745626005)"
8490311,84.89901643408263,39.66403294388808,-74.0199945324161,-68.09355514745577,10.830875074555637,0.020386625081300735,2.1376161575317383,-39.0013958409505,170.2078476126622,4.576237826796263,92.32926720761725,"(33.51382053349335, -14.116825386864608, -46.22212675149389)"
8491912,85.0035134042936,39.96372096416199,-43.74787722327486,-98.00326321084987,11.840435588481608,0.024336373433470726,2.310415267944336,24.496081832815367,169.99480581740124,4.802450713809576,84.45703579812402,"(-31.162675009093327, -19.00674375019952, -33.37704216405423)"
8493119,81.91231283200199,38.34071552188304,-7.914296840011476,-81.40633322692547,11.419593515238262,0.025358323007822037,1.2901067733764648,50.11072540283203,170.06248963951447,1.908639140430546,87.56961700441934,"(-54.57191095921172, -17.11837014706868, -19.81783854228269)"
8493929,81.89121704345791,38.54080065472786,-16.188784235625178,-2.1001603262444224,10.109612477670865,0.04571176692843437,2.507493019104004,-255.6634063720703,169.88682041699633,2.0060219479534718,98.91960476317507,"(251.89706430370614, -41.478328154253106, -15.8048363838396)"
8496764,84.8605481526602,40.06369703266171,11.628697018271152,-132.9570961889714,14.652198549211601,0.01754295639693737,2.047779083251953,-28.494021623820785,169.85162694960306,4.762116856387212,68.24933240127962,"(19.56963525472073, -42.63739239305701, -21.80673982989234)"
8498029,84.7656708003123,40.20457159708847,23.00829470698949,-61.282093280231194,10.021227478160725,0.020561499521136284,2.321873664855957,50.947060975811375,169.69314419855485,4.774926411741812,99.7889731503534,"(-55.88144753412662, -20.697738845794596, -1.8195663216999653)"
8503340,280.1211842812624,-5.79187341945246,13.40645804733923,-41.52842877526975,14.799232472785196,0.016770098358392715,2.4327316284179688,6.953600317377823,26.53087352187694,-0.21281859579612045,67.57123947127752,"(10.592147612874157, -5.731135964579067, -9.935158427996639)"
8504991,292.74671819899595,19.17585565418612,61.43471393314311,42.079179402357866,10.332545996356911,0.022193515673279762,1.2837791442871094,-19.7050838470459,54.418982240488525,0.3114628645932765,96.7824175321681,"(-36.206596742668104, 1.777976724076444, -15.535934556155054)"
